"GEOID","mean_premium","n_obs","NAME"
"48247",NA,NA,"Jim Hogg"
"41047",1082,8096,"Marion"
"72023",NA,NA,"Cabo Rojo"
"42067",911,151,"Juniata"
"18145",1450,823,"Shelby"
"29095",1540,20152,"Jackson"
"29221",1559,155,"Washington"
"29105",1550,443,"Laclede"
"42081",969,2016,"Lycoming"
"29121",1311,85,"Macon"
"22117",1420,404,"Washington"
"51147",1233,389,"Prince Edward"
"42091",1692,25446,"Montgomery"
"27163",2093,11555,"Washington"
"51153",1529,19614,"Prince William"
"05001",1638,161,"Arkansas"
"24033",1582,31575,"Prince George's"
"34015",1852,8973,"Gloucester"
"37199",1263,223,"Yancey"
"39019",1325,353,"Carroll"
"05011",1461,45,"Bradley"
"12009",2168,19400,"Brevard"
"06025",1112,3347,"Imperial"
"47117",1355,540,"Marshall"
"16009",1191,134,"Benewah"
"40045",NA,NA,"Ellis"
"40059",NA,NA,"Harper"
"16013",1469,573,"Blaine"
"30095",1669,143,"Stillwater"
"13001",1665,194,"Appling"
"39001",1338,112,"Adams"
"40153",2330,243,"Woodward"
"31121",1567,82,"Merrick"
"05133",1357,96,"Sevier"
"45071",1455,667,"Newberry"
"46125",1436,138,"Turner"
"47027",1176,35,"Clay"
"47025",1314,220,"Claiborne"
"48415",2005,178,"Scurry"
"72143",NA,NA,"Vega Alta"
"40023",1961,37,"Choctaw"
"38067",1601,52,"Pembina"
"40041",2097,336,"Delaware"
"41043",982,2908,"Linn"
"50009",NA,NA,"Essex"
"29201",1818,436,"Scott"
"51099",1384,1287,"King George"
"53025",1205,1329,"Grant"
"51105",942,92,"Lee"
"53059",1258,215,"Skamania"
"29041",NA,NA,"Chariton"
"50011",1958,441,"Franklin"
"41017",1002,4899,"Deschutes"
"29131",1519,265,"Miller"
"41025",1174,71,"Harney"
"29055",1549,292,"Crawford"
"21171",NA,NA,"Monroe"
"16031",906,275,"Cassia"
"16017",1244,1415,"Bonner"
"18115",1471,30,"Ohio"
"20187",NA,NA,"Stanton"
"21191",1429,151,"Pendleton"
"24019",1381,738,"Dorchester"
"26109",2355,221,"Menominee"
"27043",1374,173,"Faribault"
"28005",2143,39,"Amite"
"29143",1556,80,"New Madrid"
"34007",1804,14351,"Camden"
"39123",1344,590,"Ottawa"
"37003",1181,777,"Alexander"
"39171",1004,176,"Williams"
"45049",1550,98,"Hampton"
"45037",1584,563,"Edgefield"
"48205",1752,24,"Hartley"
"51199",1521,3665,"York"
"53057",1368,3265,"Skagit"
"47147",1447,1984,"Robertson"
"55023",1144,68,"Crawford"
"01055",1656,1987,"Etowah"
"01057",1914,148,"Fayette"
"04007",1094,949,"Gila"
"08053",NA,NA,"Hinsdale"
"08031",1839,16731,"Denver"
"12119",1161,1919,"Sumter"
"13195",1414,659,"Madison"
"17201",1148,4053,"Winnebago"
"24041",2260,1489,"Talbot"
"20169",1505,978,"Saline"
"17193",1918,64,"White"
"24510",1324,11705,"Baltimore"
"20017",NA,NA,"Chase"
"48087",NA,NA,"Collingsworth"
"41067",1060,13434,"Washington"
"30069",NA,NA,"Petroleum"
"27107",1533,80,"Norman"
"30097",1475,56,"Sweet Grass"
"30093",1177,1104,"Silver Bow"
"41039",1026,8663,"Lane"
"25017",1865,23441,"Middlesex"
"41029",1053,5448,"Jackson"
"50027",2145,393,"Windsor"
"42055",931,2451,"Franklin"
"51159",1371,140,"Richmond"
"28055",NA,NA,"Issaquena"
"23015",1234,289,"Lincoln"
"13115",1449,2624,"Floyd"
"16039",830,786,"Elmore"
"47033",1480,152,"Crockett"
"50025",1630,359,"Windham"
"25005",1760,8448,"Bristol"
"13129",1610,1207,"Gordon"
"16043",1148,231,"Fremont"
"17145",1338,84,"Perry"
"31031",1928,63,"Cherry"
"21151",1431,1594,"Madison"
"29073",1611,134,"Gasconade"
"12129",1794,844,"Wakulla"
"13287",2069,56,"Turner"
"13315",NA,NA,"Wilcox"
"15001",1683,1973,"Hawaii"
"72017",NA,NA,"Barceloneta"
"28001",2076,265,"Adams"
"28011",1841,253,"Bolivar"
"46045",NA,NA,"Edmunds"
"46089",NA,NA,"McPherson"
"28039",2329,106,"George"
"28041",2202,26,"Greene"
"28047",3046,3215,"Harrison"
"13131",1488,340,"Grady"
"72115",NA,NA,"Quebradillas"
"72147",NA,NA,"Vieques"
"72069",NA,NA,"Humacao"
"46063",NA,NA,"Harding"
"46075",NA,NA,"Jones"
"49037",887,94,"San Juan"
"17081",1443,265,"Jefferson"
"47007",1457,91,"Bledsoe"
"35035",1149,1921,"Otero"
"38057",1736,62,"Mercer"
"18127",1452,4735,"Porter"
"35053",1404,79,"Socorro"
"21047",1569,1391,"Christian"
"46031",NA,NA,"Corson"
"16047",1171,171,"Gooding"
"47061",1573,85,"Grundy"
"37001",1430,5211,"Alamance"
"37007",1281,121,"Anson"
"21059",1341,2201,"Daviess"
"06005",1345,909,"Amador"
"47049",1360,142,"Fentress"
"53053",1480,23460,"Pierce"
"22015",1627,3736,"Bossier"
"35003",NA,NA,"Catron"
"21075",NA,NA,"Fulton"
"35057",1366,96,"Torrance"
"19159",NA,NA,"Ringgold"
"16045",1156,463,"Gem"
"16079",1205,288,"Shoshone"
"37065",1490,627,"Edgecombe"
"16083",1017,1681,"Twin Falls"
"37195",1196,2529,"Wilson"
"24017",1516,7524,"Charles"
"16035",1120,142,"Clearwater"
"47121",1608,158,"Meigs"
"47143",1460,439,"Rhea"
"47069",1561,222,"Hardeman"
"17131",1231,208,"Mercer"
"24021",1248,11552,"Frederick"
"16087",1101,167,"Washington"
"17151",NA,NA,"Pope"
"24025",1547,10696,"Harford"
"46041",NA,NA,"Dewey"
"46055",NA,NA,"Haakon"
"17173",1086,69,"Shelby"
"46069",NA,NA,"Hyde"
"22119",1223,369,"Webster"
"47111",1322,236,"Macon"
"46071",NA,NA,"Jackson"
"26023",NA,NA,"Branch"
"24039",1901,465,"Somerset"
"22019",1712,3825,"Calcasieu"
"06113",1266,4441,"Yolo"
"12055",1663,1886,"Highlands"
"15007",2401,707,"Kauai"
"20085",2022,206,"Jackson"
"21043",1351,88,"Carter"
"48433",NA,NA,"Stonewall"
"55081",1182,333,"Monroe"
"55095",1370,413,"Polk"
"18029",1406,556,"Dearborn"
"20147",NA,NA,"Phillips"
"21135",1115,35,"Lewis"
"30025",1837,84,"Fallon"
"04001",1074,158,"Apache"
"27019",2140,4922,"Carver"
"25009",1885,13187,"Essex"
"45001",1355,317,"Abbeville"
"42013",934,1118,"Blair"
"47053",1389,598,"Gibson"
"48001",1577,309,"Anderson"
"45005",NA,NA,"Allendale"
"48003",1731,198,"Andrews"
"47009",1351,4689,"Blount"
"45007",1178,5504,"Anderson"
"45009",1512,73,"Bamberg"
"47019",1199,733,"Carter"
"48007",2681,335,"Aransas"
"46115",1530,39,"Spink"
"50005",1430,102,"Caledonia"
"50015",1725,268,"Lamoille"
"55101",1045,3177,"Racine"
"51023",1059,1824,"Botetourt"
"50023",1655,429,"Washington"
"50013",1670,55,"Grand Isle"
"31173",1511,34,"Thurston"
"32001",981,656,"Churchill"
"32027",901,54,"Pershing"
"55029",1100,263,"Door"
"48405",NA,NA,"San Augustine"
"72109",NA,NA,"Patillas"
"72139",NA,NA,"Trujillo Alto"
"30067",1444,364,"Park"
"13211",1863,463,"Morgan"
"28027",2088,97,"Coahoma"
"38005",NA,NA,"Benson"
"38081",NA,NA,"Sargent"
"02180",NA,NA,"Nome"
"22063",1689,3243,"Livingston"
"21205",NA,NA,"Rowan"
"21147",1005,29,"McCreary"
"45045",1247,16858,"Greenville"
"51019",1098,3509,"Bedford"
"72013",NA,NA,"Arecibo"
"35011",NA,NA,"De Baca"
"13241",1587,296,"Rabun"
"31125",NA,NA,"Nance"
"53035",1157,7406,"Kitsap"
"41005",1194,11411,"Clackamas"
"20011",NA,NA,"Bourbon"
"26103",1650,543,"Marquette"
"35045",1184,2158,"San Juan"
"48075",NA,NA,"Childress"
"16067",1055,185,"Minidoka"
"35017",1119,395,"Grant"
"42123",745,265,"Warren"
"08037",1792,822,"Eagle"
"21159",NA,NA,"Martin"
"17063",1459,910,"Grundy"
"13257",1572,235,"Stephens"
"09003",1593,17572,"Hartford"
"19145",1339,157,"Page"
"26157",1405,564,"Tuscola"
"37173",1299,103,"Swain"
"47013",1445,373,"Campbell"
"47097",1477,213,"Lauderdale"
"02020",1663,12222,"Anchorage"
"13135",1945,32317,"Gwinnett"
"16005",937,1779,"Bannock"
"36043",1180,455,"Herkimer"
"26065",1386,4481,"Ingham"
"25023",2166,11599,"Plymouth"
"46135",NA,NA,"Yankton"
"48013",1723,489,"Atascosa"
"48015",1700,328,"Austin"
"48019",1996,251,"Bandera"
"47057",1421,278,"Grainger"
"42023",NA,NA,"Cameron"
"47059",1167,856,"Greene"
"02105",NA,NA,"Hoonah-Angoon"
"46033",2234,172,"Custer"
"72133",NA,NA,"Santa Isabel"
"02090",1661,2116,"Fairbanks North Star"
"16029",894,93,"Caribou"
"13185",1449,2933,"Lowndes"
"13107",1615,187,"Emanuel"
"13263",1704,75,"Talbot"
"39015",1032,314,"Brown"
"13229",1416,334,"Pierce"
"15005",NA,NA,"Kalawao"
"15009",1967,2288,"Maui"
"41051",1098,21669,"Multnomah"
"72141",NA,NA,"Utuado"
"72081",NA,NA,"Lares"
"72117",NA,NA,"Rincón"
"54109",NA,NA,"Wyoming"
"34037",1704,4743,"Sussex"
"01007",1610,253,"Bibb"
"29111",NA,NA,"Lewis"
"05073",NA,NA,"Lafayette"
"19155",1428,2801,"Pottawattamie"
"26115",1663,2478,"Monroe"
"29183",1725,14689,"St. Charles"
"39007",1196,1114,"Ashtabula"
"45043",2714,1264,"Georgetown"
"06047",1177,4949,"Merced"
"19183",1311,148,"Washington"
"31137",1807,137,"Phelps"
"28123",1701,75,"Scott"
"40031",2053,1840,"Comanche"
"51007",1272,524,"Amelia"
"50017",1567,144,"Orange"
"17093",1762,3444,"Kendall"
"10001",1341,5301,"Kent"
"29053",1315,253,"Cooper"
"22123",796,41,"West Carroll"
"16025",NA,NA,"Camas"
"55137",1245,115,"Waushara"
"17015",1240,94,"Carroll"
"51113",1190,547,"Madison"
"25013",1300,6849,"Hampden"
"51119",1659,399,"Middlesex"
"38077",1578,337,"Richland"
"47071",1467,385,"Hardin"
"45027",1544,413,"Clarendon"
"46061",NA,NA,"Hanson"
"46077",NA,NA,"Kingsbury"
"45031",1654,939,"Darlington"
"45033",1422,110,"Dillon"
"47085",1404,237,"Humphreys"
"47089",1375,1101,"Jefferson"
"27069",NA,NA,"Kittson"
"42035",1013,396,"Clinton"
"49021",898,902,"Iron"
"29027",1408,436,"Callaway"
"47093",1420,16250,"Knox"
"51760",1231,7148,"Richmond"
"33011",1503,9688,"Hillsborough"
"49005",1046,2531,"Cache"
"47091",1364,140,"Johnson"
"12029",1975,36,"Dixie"
"27021",1648,538,"Cass"
"27057",1537,325,"Hubbard"
"27071",1421,142,"Koochiching"
"56035",1419,134,"Sublette"
"30043",1615,402,"Jefferson"
"48453",1711,21641,"Travis"
"48479",1351,3256,"Webb"
"16073",949,140,"Owyhee"
"25015",1438,1418,"Hampshire"
"05013",NA,NA,"Calhoun"
"05145",1619,1355,"White"
"13293",1425,219,"Upson"
"13125",NA,NA,"Glascock"
"22045",2236,808,"Iberia"
"29035",NA,NA,"Carter"
"05089",1567,132,"Marion"
"48327",NA,NA,"Menard"
"08041",1801,25061,"El Paso"
"06081",1986,4206,"San Mateo"
"18061",1421,779,"Harrison"
"33005",2517,1420,"Cheshire"
"38025",2367,28,"Dunn"
"45073",1354,1382,"Oconee"
"13159",1464,281,"Jasper"
"21045",1431,58,"Casey"
"29075",1463,36,"Gentry"
"47037",1558,17353,"Davidson"
"02240",NA,NA,"Southeast Fairbanks"
"06101",1103,2532,"Sutter"
"20067",2394,50,"Grant"
"29065",1567,53,"Dent"
"34003",2160,17617,"Bergen"
"48169",NA,NA,"Garza"
"20019",NA,NA,"Chautauqua"
"05071",1482,200,"Johnson"
"36091",1656,3977,"Saratoga"
"05019",1848,238,"Clark"
"34035",2016,8115,"Somerset"
"45081",1267,181,"Saluda"
"05093",NA,NA,"Mississippi"
"13163",1555,94,"Jefferson"
"56013",1353,662,"Fremont"
"46102",NA,NA,"Oglala Lakota"
"37107",1450,1015,"Lenoir"
"49027",861,151,"Millard"
"30077",1242,69,"Powell"
"48377",NA,NA,"Presidio"
"29033",NA,NA,"Carroll"
"31111",1569,674,"Lincoln"
"46043",NA,NA,"Douglas"
"18085",1360,1081,"Kosciusko"
"06017",1629,5274,"El Dorado"
"17021",1245,165,"Christian"
"19187",1217,712,"Webster"
"47095",NA,NA,"Lake"
"26005",1704,83,"Allegan"
"45057",1360,2183,"Lancaster"
"04027",1059,5236,"Yuma"
"19119",1476,93,"Lyon"
"29133",1444,52,"Mississippi"
"53051",1362,254,"Pend Oreille"
"30073",1373,115,"Pondera"
"32019",917,1541,"Lyon"
"37047",2112,686,"Columbus"
"38101",1701,1306,"Ward"
"26063",1450,257,"Huron"
"39097",1510,700,"Madison"
"23029",1436,109,"Washington"
"38055",1725,112,"McLean"
"51145",1309,2098,"Powhatan"
"30017",1803,243,"Custer"
"48071",2489,746,"Chambers"
"06085",1838,12749,"Santa Clara"
"19195",1210,132,"Worth"
"21139",1450,110,"Livingston"
"21145",1629,1322,"McCracken"
"49035",1125,33872,"Salt Lake"
"27047",1379,809,"Freeborn"
"21221",1779,267,"Trigg"
"25001",2190,3776,"Barnstable"
"41049",1134,144,"Morrow"
"21007",1773,66,"Ballard"
"27115",1656,562,"Pine"
"13051",2370,9805,"Chatham"
"31103",NA,NA,"Keya Paha"
"42047",811,219,"Elk"
"08021",1316,33,"Conejos"
"25025",2142,2316,"Suffolk"
"18021",1291,205,"Clay"
"38105",1565,337,"Williams"
"05027",1479,105,"Columbia"
"31029",NA,NA,"Chase"
"42003",1220,31417,"Allegheny"
"18129",1429,378,"Posey"
"27045",1626,304,"Fillmore"
"41019",997,1958,"Douglas"
"12033",2161,7417,"Escambia"
"06063",1215,380,"Plumas"
"29179",NA,NA,"Reynolds"
"41061",944,568,"Union"
"48409",2479,999,"San Patricio"
"30051",NA,NA,"Liberty"
"39127",1275,229,"Perry"
"45013",2874,5079,"Beaufort"
"16065",992,526,"Madison"
"18059",1587,1831,"Hancock"
"22109",3122,1941,"Terrebonne"
"30027",1473,445,"Fergus"
"42053",880,25,"Forest"
"47079",1571,489,"Henry"
"42025",1056,1047,"Carbon"
"47163",1179,3140,"Sullivan"
"31105",1850,45,"Kimball"
"50001",1608,200,"Addison"
"53077",1159,4268,"Yakima"
"56005",1869,1038,"Campbell"
"08055",1623,74,"Huerfano"
"40069",1846,55,"Johnston"
"01083",1522,3011,"Limestone"
"20025",NA,NA,"Clark"
"29031",1579,1708,"Cape Girardeau"
"54069",1171,642,"Ohio"
"06061",1516,11534,"Placer"
"16053",1033,307,"Jerome"
"13033",1545,312,"Burke"
"13037",NA,NA,"Calhoun"
"51081",1228,112,"Greensville"
"08115",NA,NA,"Sedgwick"
"13119",1403,329,"Franklin"
"36071",1750,5708,"Orange"
"40143",2128,12918,"Tulsa"
"05003",1518,127,"Ashley"
"47181",1462,127,"Wayne"
"45065",1375,122,"McCormick"
"45085",1470,2554,"Sumter"
"13139",1499,6154,"Hall"
"13153",1507,6991,"Houston"
"39063",1184,915,"Hancock"
"13239",NA,NA,"Quitman"
"48303",1767,8508,"Lubbock"
"47129",1293,161,"Morgan"
"54023",NA,NA,"Grant"
"17073",1241,678,"Henry"
"21065",NA,NA,"Estill"
"39137",1271,89,"Putnam"
"47073",1212,711,"Hawkins"
"48109",NA,NA,"Culberson"
"30001",1525,76,"Beaverhead"
"54041",1443,59,"Lewis"
"54007",NA,NA,"Braxton"
"51017",1100,66,"Bath"
"41007",1216,902,"Clatsop"
"13205",1748,179,"Mitchell"
"53075",1166,441,"Whitman"
"46021",NA,NA,"Campbell"
"40081",2314,366,"Lincoln"
"40151",2264,99,"Woods"
"35055",1651,190,"Taos"
"40085",2110,64,"Love"
"23011",1160,1258,"Kennebec"
"13093",1777,49,"Dooly"
"13039",1915,1560,"Camden"
"27145",1486,4096,"Stearns"
"37011",1395,214,"Avery"
"02050",NA,NA,"Bethel"
"16059",1240,196,"Lemhi"
"22081",1366,25,"Red River"
"37101",1226,7131,"Johnston"
"17155",1483,27,"Putnam"
"17189",1743,84,"Washington"
"47137",NA,NA,"Pickett"
"23023",1239,581,"Sagadahoc"
"30023",1201,238,"Deer Lodge"
"30053",1235,286,"Lincoln"
"25021",1983,12507,"Norfolk"
"72057",NA,NA,"Guayama"
"34041",1803,3157,"Warren"
"05107",1599,119,"Phillips"
"02170",1677,3654,"Matanuska-Susitna"
"46109",NA,NA,"Roberts"
"39061",1374,12381,"Hamilton"
"49019",871,156,"Grand"
"53047",1385,621,"Okanogan"
"49029",1137,342,"Morgan"
"31107",1288,62,"Knox"
"32015",1726,56,"Lander"
"13271",1835,58,"Telfair"
"30109",NA,NA,"Wibaux"
"22053",1690,310,"Jefferson Davis"
"29011",1339,87,"Barton"
"51163",1170,514,"Rockbridge"
"55059",1210,3006,"Kenosha"
"33007",1202,312,"Coos"
"37023",1158,1932,"Burke"
"29186",1629,193,"Ste. Genevieve"
"38073",1970,62,"Ransom"
"36083",2141,2151,"Rensselaer"
"48197",NA,NA,"Hardeman"
"05069",1667,1460,"Jefferson"
"29510",1622,6560,"St. Louis"
"22101",2657,441,"St. Mary"
"01051",1421,2533,"Elmore"
"37061",1793,640,"Duplin"
"22069",1330,215,"Natchitoches"
"25007",2957,267,"Dukes"
"41035",1048,1231,"Klamath"
"17075",1219,144,"Iroquois"
"48271",NA,NA,"Kinney"
"01061",1621,345,"Geneva"
"51001",1880,788,"Accomack"
"19079",1306,174,"Hamilton"
"51051",NA,NA,"Dickenson"
"13045",1395,3306,"Carroll"
"08111",NA,NA,"San Juan"
"12101",2021,13643,"Pasco"
"13109",1504,107,"Evans"
"36057",1611,449,"Montgomery"
"06069",1682,1236,"San Benito"
"13049",1639,72,"Charlton"
"29071",1675,1849,"Franklin"
"16063",962,58,"Lincoln"
"17097",1892,13864,"Lake"
"47107",1396,815,"McMinn"
"33001",1416,1214,"Belknap"
"38031",NA,NA,"Foster"
"35037",1624,70,"Quay"
"02275",NA,NA,"Wrangell"
"39087",1249,608,"Lawrence"
"38103",NA,NA,"Wells"
"36053",1372,704,"Madison"
"51009",966,1191,"Amherst"
"40099",1951,108,"Murray"
"01133",2102,176,"Winston"
"54043",NA,NA,"Lincoln"
"01129",2036,92,"Washington"
"30055",NA,NA,"McCone"
"37133",2120,8508,"Onslow"
"47123",1406,547,"Monroe"
"53033",1540,48493,"King"
"39095",1290,7653,"Lucas"
"06033",1312,945,"Lake"
"28113",1924,286,"Pike"
"46129",NA,NA,"Walworth"
"36085",2217,9873,"Richmond"
"05079",1420,74,"Lincoln"
"37115",1454,345,"Madison"
"40009",2285,310,"Beckham"
"10005",1466,5834,"Sussex"
"48105",NA,NA,"Crockett"
"37155",1949,1241,"Robeson"
"27023",1555,280,"Chippewa"
"49039",920,246,"Sanpete"
"21183",1488,176,"Ohio"
"48365",1604,101,"Panola"
"48137",NA,NA,"Edwards"
"21027",1574,211,"Breckinridge"
"45011",1533,129,"Barnwell"
"47039",1372,92,"Decatur"
"72085",NA,NA,"Las Piedras"
"48147",1832,363,"Fannin"
"32013",893,322,"Humboldt"
"19177",NA,NA,"Van Buren"
"01005",1568,232,"Barbour"
"56043",1327,133,"Washakie"
"20167",NA,NA,"Russell"
"38011",1792,37,"Bowman"
"19163",1314,5210,"Scott"
"01071",1591,418,"Jackson"
"17141",1300,469,"Ogle"
"06045",1476,948,"Mendocino"
"27135",1486,117,"Roseau"
"29037",1609,4125,"Cass"
"27169",1279,706,"Winona"
"42027",1126,2922,"Centre"
"30009",1726,167,"Carbon"
"40061",1976,46,"Haskell"
"40077",1951,21,"Latimer"
"51139",1215,758,"Page"
"39009",1611,285,"Athens"
"29093",1414,47,"Iron"
"06055",1565,2466,"Napa"
"30029",1304,2725,"Flathead"
"48301",NA,NA,"Loving"
"08001",1669,13972,"Adams"
"22067",1338,287,"Morehouse"
"51735",2656,846,"Poquoson"
"29157",1533,395,"Perry"
"36119",3596,13144,"Westchester"
"22087",2383,559,"St. Bernard"
"48305",2681,38,"Lynn"
"02150",1695,420,"Kodiak Island"
"02164",NA,NA,"Lake and Peninsula"
"51171",1210,1963,"Shenandoah"
"28079",1743,130,"Leake"
"48157",2781,15775,"Fort Bend"
"51005",1046,304,"Alleghany"
"18007",1260,56,"Benton"
"19021",1145,101,"Buena Vista"
"21227",1693,2691,"Warren"
"56045",1528,99,"Weston"
"13299",1368,490,"Ware"
"37043",1367,262,"Clay"
"53013",1343,59,"Columbia"
"06007",1236,4625,"Butte"
"37123",1411,209,"Montgomery"
"48121",2177,23836,"Denton"
"55083",1044,673,"Oconto"
"13005",1710,86,"Bacon"
"47109",1489,274,"McNairy"
"01067",1802,292,"Henry"
"19141",1263,69,"O'Brien"
"13199",1580,418,"Meriwether"
"13207",1839,682,"Monroe"
"39059",1300,228,"Guernsey"
"13215",1426,6440,"Muscogee"
"13221",1313,434,"Oglethorpe"
"39017",1319,7037,"Butler"
"12086",4106,31533,"Miami-Dade"
"13259",NA,NA,"Stewart"
"48505",1263,39,"Zapata"
"39107",1074,234,"Mercer"
"09011",1908,4702,"New London"
"05149",1456,159,"Yell"
"01017",1534,434,"Chambers"
"08069",1423,10490,"Larimer"
"18173",1631,1407,"Warrick"
"21123",2059,179,"Larue"
"48153",NA,NA,"Floyd"
"12013",1704,85,"Calhoun"
"21195",2048,222,"Pike"
"22033",2226,11043,"East Baton Rouge"
"37037",1501,2471,"Chatham"
"46085",NA,NA,"Lyman"
"54017",NA,NA,"Doddridge"
"55055",1168,940,"Jefferson"
"18155",1781,40,"Switzerland"
"20159",NA,NA,"Rice"
"37067",1134,13712,"Forsyth"
"05123",1692,222,"St. Francis"
"48267",NA,NA,"Kimble"
"12021",3091,5322,"Collier"
"17033",1287,53,"Crawford"
"30105",1716,170,"Valley"
"42039",913,704,"Crawford"
"47139",1571,220,"Polk"
"27053",1966,49588,"Hennepin"
"26149",1235,512,"St. Joseph"
"26159",1739,911,"Van Buren"
"21225",1764,97,"Union"
"17031",1893,68756,"Cook"
"17043",1728,18490,"DuPage"
"17065",NA,NA,"Hamilton"
"27009",1561,1192,"Benton"
"37035",1023,4973,"Catawba"
"37057",1014,4518,"Davidson"
"21023",1642,50,"Bracken"
"21017",1427,241,"Bourbon"
"23003",971,248,"Aroostook"
"13025",1515,148,"Brantley"
"22035",NA,NA,"East Carroll"
"01019",1661,230,"Cherokee"
"26121",1286,3046,"Muskegon"
"31147",1465,58,"Richardson"
"51550",1653,13329,"Chesapeake"
"05061",1273,69,"Howard"
"21061",1492,128,"Edmonson"
"27129",1580,135,"Renville"
"40117",2608,99,"Pawnee"
"48035",1779,156,"Bosque"
"48457",1613,76,"Tyler"
"54057",1102,84,"Mineral"
"18051",1354,402,"Gibson"
"13029",2213,1736,"Bryan"
"01041",1568,124,"Crenshaw"
"12099",3168,28115,"Palm Beach"
"08075",2134,517,"Logan"
"13031",1512,1774,"Bulloch"
"12087",5836,1620,"Monroe"
"20139",1954,317,"Osage"
"02158",NA,NA,"Kusilvak"
"55051",965,77,"Iron"
"01063",NA,NA,"Greene"
"01089",1592,13408,"Madison"
"28119",NA,NA,"Quitman"
"28143",1758,55,"Tunica"
"29171",NA,NA,"Putnam"
"54085",NA,NA,"Ritchie"
"30019",NA,NA,"Daniels"
"30079",NA,NA,"Prairie"
"30085",NA,NA,"Roosevelt"
"51021",1040,57,"Bland"
"51015",1004,2859,"Augusta"
"54047",NA,NA,"McDowell"
"54091",1052,130,"Taylor"
"54103",1483,37,"Wetzel"
"47011",1304,2271,"Bradley"
"08117",1798,672,"Summit"
"48173",NA,NA,"Glasscock"
"08035",2169,12697,"Douglas"
"27013",1489,2316,"Blue Earth"
"27041",1510,1020,"Douglas"
"21031",1535,78,"Butler"
"49047",1031,649,"Uintah"
"48323",1300,488,"Maverick"
"12121",1846,204,"Suwannee"
"51127",1363,1239,"New Kent"
"53027",1337,1373,"Grays Harbor"
"12109",2098,8280,"St. Johns"
"53031",1217,524,"Jefferson"
"53067",1270,8882,"Thurston"
"53073",1145,4114,"Whatcom"
"55009",906,4759,"Brown"
"13313",1260,2277,"Whitfield"
"50003",2047,268,"Bennington"
"13123",1487,716,"Gilmer"
"54035",1216,203,"Jackson"
"20131",NA,NA,"Nemaha"
"17179",1123,2725,"Tazewell"
"41031",1013,323,"Jefferson"
"49009",NA,NA,"Daggett"
"23031",1262,3959,"York"
"32021",990,51,"Mineral"
"42051",939,1523,"Fayette"
"12105",1852,12244,"Polk"
"18027",1347,443,"Daviess"
"21081",1440,485,"Grant"
"37135",1568,4591,"Orange"
"42021",818,2181,"Cambria"
"53045",1239,1503,"Mason"
"06103",1215,1202,"Tehama"
"06051",1938,135,"Mono"
"18109",1353,1502,"Morgan"
"29019",1425,3824,"Boone"
"18133",1429,610,"Putnam"
"19057",1308,468,"Des Moines"
"51161",991,4530,"Roanoke"
"31119",1567,671,"Madison"
"29069",NA,NA,"Dunklin"
"37005",1203,179,"Alleghany"
"37171",1201,1398,"Surry"
"30039",1485,52,"Granite"
"31123",2290,58,"Morrill"
"34021",1898,8336,"Mercer"
"29109",1532,580,"Lawrence"
"05023",1678,604,"Cleburne"
"48061",1893,5495,"Cameron"
"22089",2813,1592,"St. Charles"
"48257",1953,2766,"Kaufman"
"36065",1524,1900,"Oneida"
"40051",2562,842,"Grady"
"37113",1213,562,"Macon"
"36039",1699,435,"Greene"
"40017",2581,3768,"Canadian"
"42127",1356,548,"Wayne"
"17037",1395,1541,"DeKalb"
"19189",1311,87,"Winnebago"
"47153",1920,265,"Sequatchie"
"21119",NA,NA,"Knott"
"26059",1399,315,"Hillsdale"
"13101",1820,54,"Echols"
"21019",1650,586,"Boyd"
"48009",1890,103,"Archer"
"46081",1856,773,"Lawrence"
"30031",1560,3164,"Gallatin"
"39175",1340,171,"Wyandot"
"34009",2142,2351,"Cape May"
"27089",1446,100,"Marshall"
"12123",1848,195,"Taylor"
"42033",843,610,"Clearfield"
"51053",1296,868,"Dinwiddie"
"08105",1254,119,"Rio Grande"
"40109",2580,15089,"Oklahoma"
"40019",2164,906,"Carter"
"40079",1900,356,"Le Flore"
"12007",1729,293,"Bradford"
"53015",1127,2769,"Cowlitz"
"32510",960,1282,"Carson City"
"37039",1126,638,"Cherokee"
"47099",1433,518,"Lawrence"
"08043",1332,1293,"Fremont"
"16061",1312,43,"Lewis"
"21165",NA,NA,"Menifee"
"22127",NA,NA,"Winn"
"39147",1091,347,"Seneca"
"40027",2490,6317,"Cleveland"
"51530",890,162,"Buena Vista"
"51041",1271,20585,"Chesterfield"
"18089",1330,12150,"Lake"
"26041",1204,306,"Delta"
"20149",NA,NA,"Pottawatomie"
"30047",1309,682,"Lake"
"46051",NA,NA,"Grant"
"38051",NA,NA,"McIntosh"
"35029",1241,186,"Luna"
"26029",1302,306,"Charlevoix"
"48139",1902,4286,"Ellis"
"36047",2886,8254,"Kings"
"55067",836,78,"Langlade"
"13117",1818,10299,"Forsyth"
"41045",974,286,"Malheur"
"39055",1420,1587,"Geauga"
"22023",2130,48,"Cameron"
"21071",1606,135,"Floyd"
"19133",1331,78,"Monona"
"48351",1610,70,"Newton"
"13265",NA,NA,"Taliaferro"
"13267",1766,229,"Tattnall"
"13281",1467,332,"Towns"
"21125",1429,643,"Laurel"
"47157",2584,25194,"Shelby"
"26061",1381,353,"Houghton"
"47167",1571,1796,"Tipton"
"48119",NA,NA,"Delta"
"20191",2162,509,"Sumner"
"21141",1513,298,"Logan"
