"FIPS","mean_premium","n_obs","NAME","StateAbb"
"38001",NA,NA,"Adams","ND"
"01031",2108,1951,"Coffee","AL"
"19165",1686,98,"Shelby","IA"
"26093",2118,3393,"Livingston","MI"
"48473",2301,756,"Waller","TX"
"72043",NA,NA,"Coamo",NA
"38039",NA,NA,"Griggs","ND"
"13111",1907,577,"Fannin","GA"
"26013",NA,NA,"Baraga","MI"
"19063",1261,47,"Emmet","IA"
"55025",1525,4728,"Dane","WI"
"05115",1731,958,"Pope","AR"
"19005",1492,34,"Allamakee","IA"
"29015",1834,222,"Benton","MO"
"55103",1519,117,"Richland","WI"
"05141",1693,231,"Van Buren","AR"
"22049",1232,123,"Jackson","LA"
"55063",1370,1185,"La Crosse","WI"
"37139",1863,1385,"Pasquotank","NC"
"29067",NA,NA,"Douglas","MO"
"48317",2461,35,"Martin","TX"
"22065",NA,NA,"Madison","LA"
"29101",2003,1498,"Johnson","MO"
"40011",2321,38,"Blaine","OK"
"40015",2312,143,"Caddo","OK"
"08059",2603,15050,"Jefferson","CO"
"29123",1556,106,"Madison","MO"
"48383",NA,NA,"Reagan","TX"
"40137",2285,598,"Stephens","OK"
"29185",1919,73,"St. Clair","MO"
"08047",2367,208,"Gilpin","CO"
"48487",2329,114,"Wilbarger","TX"
"08073",2596,55,"Lincoln","CO"
"41011",1142,996,"Coos","OR"
"08119",2517,860,"Teller","CO"
"48059",2274,221,"Callahan","TX"
"48259",2465,737,"Kendall","TX"
"48315",1776,78,"Marion","TX"
"40001",NA,NA,"Adair","OK"
"48203",1513,670,"Harrison","TX"
"36095",1444,351,"Schoharie","NY"
"48459",1821,480,"Upshur","TX"
"31067",2084,372,"Gage","NE"
"37129",3004,7315,"New Hanover","NC"
"38063",NA,NA,"Nelson","ND"
"17107",1517,204,"Logan","IL"
"26049",1936,5743,"Genesee","MI"
"37137",2652,278,"Pamlico","NC"
"48343",2461,92,"Morris","TX"
"39041",1956,4022,"Delaware","OH"
"48451",1522,2873,"Tom Green","TX"
"72113",NA,NA,"Ponce",NA
"26043",1273,226,"Dickinson","MI"
"40033",2251,41,"Cotton","OK"
"18105",1657,2051,"Monroe","IN"
"40083",3241,1030,"Logan","OK"
"51710",1890,7645,"Norfolk","VA"
"36023",1328,394,"Cortland","NY"
"48375",2037,1764,"Potter","TX"
"48079",NA,NA,"Cochran","TX"
"16003",1404,50,"Adams","ID"
"40007",3062,24,"Beaver","OK"
"55045",1512,289,"Green","WI"
"18063",1607,3802,"Hendricks","IN"
"18179",1289,511,"Wells","IN"
"28015",2291,22,"Carroll","MS"
"46015",NA,NA,"Brule","SD"
"51510",2311,3262,"Alexandria","VA"
"19117",1778,99,"Lucas","IA"
"20089",NA,NA,"Jewell","KS"
"51025",1365,152,"Brunswick","VA"
"48341",2227,277,"Moore","TX"
"27049",2042,1376,"Goodhue","MN"
"24045",1704,2679,"Wicomico","MD"
"42073",1048,1240,"Lawrence","PA"
"37197",1204,680,"Yadkin","NC"
"46003",NA,NA,"Aurora","SD"
"54001",1548,67,"Barbour","WV"
"37157",1120,2333,"Rockingham","NC"
"48211",NA,NA,"Hemphill","TX"
"46121",NA,NA,"Todd","SD"
"72129",NA,NA,"San Lorenzo",NA
"17121",1768,170,"Marion","IL"
"42059",1389,165,"Greene","PA"
"18069",1385,561,"Huntington","IN"
"42115",1136,359,"Susquehanna","PA"
"27103",1897,867,"Nicollet","MN"
"36001",1526,4235,"Albany","NY"
"20177",1951,3264,"Shawnee","KS"
"48127",NA,NA,"Dimmit","TX"
"48319",NA,NA,"Mason","TX"
"28155",NA,NA,"Webster","MS"
"21223",1733,125,"Trimble","KY"
"12041",1792,209,"Gilchrist","FL"
"01087",1984,61,"Macon","AL"
"40133",2362,141,"Seminole","OK"
"08039",3285,807,"Elbert","CO"
"28051",NA,NA,"Holmes","MS"
"37143",2317,381,"Perquimans","NC"
"31047",2196,297,"Dawson","NE"
"19111",1498,149,"Lee","IA"
"19083",1740,177,"Hardin","IA"
"51093",1943,1775,"Isle of Wight","VA"
"47169",1693,193,"Trousdale","TN"
"17185",NA,NA,"Wabash","IL"
"20093",NA,NA,"Kearny","KS"
"31167",2024,71,"Stanton","NE"
"48099",1443,1990,"Coryell","TX"
"20079",1993,514,"Harvey","KS"
"21219",1927,91,"Todd","KY"
"51049",1393,213,"Cumberland","VA"
"48011",NA,NA,"Armstrong","TX"
"13133",2167,327,"Greene","GA"
"29079",1592,73,"Grundy","MO"
"28069",2550,34,"Kemper","MS"
"26069",1547,216,"Iosco","MI"
"39109",1293,1985,"Miami","OH"
"39149",1467,486,"Shelby","OH"
"05043",1902,166,"Drew","AR"
"72065",NA,NA,"Hatillo",NA
"47035",1442,801,"Cumberland","TN"
"20063",NA,NA,"Gove","KS"
"55005",1520,313,"Barron","WI"
"29203",NA,NA,"Shannon","MO"
"20199",NA,NA,"Wallace","KS"
"51179",1715,6096,"Stafford","VA"
"08003",1504,154,"Alamosa","CO"
"29135",1842,96,"Moniteau","MO"
"51700",1517,5779,"Newport News","VA"
"28129",2123,59,"Smith","MS"
"48041",1705,3569,"Brazos","TX"
"40055",2261,51,"Greer","OK"
"31179",2017,95,"Wayne","NE"
"51097",1462,190,"King and Queen","VA"
"21037",2811,1771,"Campbell","KY"
"48069",NA,NA,"Castro","TX"
"24011",1427,1029,"Caroline","MD"
"17123",1436,120,"Marshall","IL"
"47023",1500,256,"Chester","TN"
"27101",2000,104,"Murray","MN"
"18023",1529,326,"Clinton","IN"
"16051",1345,616,"Jefferson","ID"
"18149",1513,256,"Starke","IN"
"22061",1388,731,"Lincoln","LA"
"31135",NA,NA,"Perkins","NE"
"26073",2072,420,"Isabella","MI"
"38003",1605,121,"Barnes","ND"
"05059",1806,439,"Hot Spring","AR"
"37081",1295,15712,"Guilford","NC"
"19077",1739,154,"Guthrie","IA"
"19027",1595,206,"Carroll","IA"
"26085",1770,45,"Lake","MI"
"26117",2215,94,"Montcalm","MI"
"17047",NA,NA,"Edwards","IL"
"40073",2920,235,"Kingfisher","OK"
"47021",1724,1361,"Cheatham","TN"
"46079",2148,151,"Lake","SD"
"45039",1759,292,"Fairfield","SC"
"31037",2117,74,"Colfax","NE"
"56031",1950,252,"Platte","WY"
"39153",1348,10463,"Summit","OH"
"39025",1503,3545,"Clermont","OH"
"13113",2112,4441,"Fayette","GA"
"08091",1536,155,"Ouray","CO"
"27109",1812,3798,"Olmsted","MN"
"13209",1877,58,"Montgomery","GA"
"39037",1239,441,"Darke","OH"
"12067",NA,NA,"Lafayette","FL"
"48021",1771,1142,"Bastrop","TX"
"50019",1246,135,"Orleans","VT"
"19131",1580,51,"Mitchell","IA"
"47115",1607,413,"Marion","TN"
"37089",1355,3119,"Henderson","NC"
"18111",1616,241,"Newton","IN"
"17105",1517,275,"Livingston","IL"
"13035",1844,531,"Butts","GA"
"16081",1615,222,"Teton","ID"
"13015",1711,3007,"Bartow","GA"
"48051",1882,144,"Burleson","TX"
"54009",1298,170,"Brooke","WV"
"28159",2390,44,"Winston","MS"
"72001",NA,NA,"Adjuntas",NA
"54019",1273,239,"Fayette","WV"
"12045",3022,260,"Gulf","FL"
"53069",1714,92,"Wahkiakum","WA"
"72093",NA,NA,"Maricao",NA
"21237",NA,NA,"Wolfe","KY"
"26147",1788,2756,"St. Clair","MI"
"31039",2072,120,"Cuming","NE"
"38047",NA,NA,"Logan","ND"
"37179",1571,8809,"Union","NC"
"38079",NA,NA,"Rolette","ND"
"13261",1730,395,"Sumter","GA"
"29091",1786,465,"Howell","MO"
"48033",NA,NA,"Borden","TX"
"22083",1425,142,"Richland","LA"
"48207",NA,NA,"Haskell","TX"
"72071",NA,NA,"Isabela",NA
"37063",1481,11764,"Durham","NC"
"55087",1191,2961,"Outagamie","WI"
"48489",2357,69,"Willacy","TX"
"24029",1531,618,"Kent","MD"
"28139",1794,60,"Tippah","MS"
"45025",1054,230,"Chesterfield","SC"
"19179",1347,490,"Wapello","IA"
"29051",1790,1001,"Cole","MO"
"53043",1726,187,"Lincoln","WA"
"48379",2183,99,"Rains","TX"
"40057",NA,NA,"Harmon","OK"
"17005",1915,123,"Bond","IL"
"01111",1873,237,"Randolph","AL"
"13019",1884,290,"Berrien","GA"
"48045",NA,NA,"Briscoe","TX"
"20039",NA,NA,"Decatur","KS"
"55105",1376,2038,"Rock","WI"
"31183",NA,NA,"Wheeler","NE"
"48193",2644,60,"Hamilton","TX"
"20083",NA,NA,"Hodgeman","KS"
"48233",1763,282,"Hutchinson","TX"
"29081",1501,36,"Harrison","MO"
"21035",2236,519,"Calloway","KY"
"20173",2174,14080,"Sedgwick","KS"
"27113",1586,243,"Pennington","MN"
"28013",2499,28,"Calhoun","MS"
"72103",NA,NA,"Naguabo",NA
"20175",2173,341,"Seward","KS"
"56011",NA,NA,"Crook","WY"
"13143",2270,785,"Haralson","GA"
"48389",NA,NA,"Reeves","TX"
"17051",1684,70,"Fayette","IL"
"31079",1953,1129,"Hall","NE"
"40043",NA,NA,"Dewey","OK"
"72131",NA,NA,"San Sebastián",NA
"13149",1642,188,"Heard","GA"
"18177",1185,773,"Wayne","IN"
"31095",1764,60,"Jefferson","NE"
"54029",1140,212,"Hancock","WV"
"31017",NA,NA,"Brown","NE"
"20009",2135,158,"Barton","KS"
"22073",1465,2744,"Ouachita","LA"
"48089",1945,202,"Colorado","TX"
"19139",1463,481,"Muscatine","IA"
"31159",2374,338,"Seward","NE"
"18107",1450,498,"Montgomery","IN"
"18025",1611,115,"Crawford","IN"
"05045",1823,4011,"Faulkner","AR"
"18157",1340,2442,"Tippecanoe","IN"
"39021",1406,539,"Champaign","OH"
"48165",2184,194,"Gaines","TX"
"39081",1179,598,"Jefferson","OH"
"48269",NA,NA,"King","TX"
"39043",1249,982,"Erie","OH"
"17019",1538,1961,"Champaign","IL"
"35019",NA,NA,"Guadalupe","NM"
"40125",2383,888,"Pottawatomie","OK"
"20155",1920,995,"Reno","KS"
"13011",1598,289,"Banks","GA"
"48421",NA,NA,"Sherman","TX"
"27091",1762,328,"Martin","MN"
"06077",1468,19371,"San Joaquin","CA"
"19123",1452,258,"Mahaska","IA"
"38041",NA,NA,"Hettinger","ND"
"51770",1069,3148,"Roanoke","VA"
"36101",2353,800,"Steuben","NY"
"72007",NA,NA,"Aguas Buenas",NA
"18047",1680,190,"Franklin","IN"
"40105",2238,31,"Nowata","OK"
"05053",1784,442,"Grant","AR"
"18053",1305,650,"Grant","IN"
"13213",1357,632,"Murray","GA"
"46007",NA,NA,"Bennett","SD"
"17125",1551,79,"Mason","IL"
"27033",1702,121,"Cottonwood","MN"
"48279",2189,78,"Lamb","TX"
"19153",1493,16863,"Polk","IA"
"53049",1428,340,"Pacific","WA"
"51111",1399,142,"Lunenburg","VA"
"47003",1571,856,"Bedford","TN"
"17119",1716,5003,"Madison","IL"
"06001",2127,15124,"Alameda","CA"
"06073",1858,43834,"San Diego","CA"
"18151",1454,554,"Steuben","IN"
"18167",1501,1461,"Vigo","IN"
"20125",NA,NA,"Montgomery","KS"
"21055",1736,73,"Crittenden","KY"
"26141",1868,79,"Presque Isle","MI"
"27119",1738,441,"Polk","MN"
"29209",2011,599,"Stone","MO"
"28103",NA,NA,"Noxubee","MS"
"31133",NA,NA,"Pawnee","NE"
"34029",1894,18237,"Ocean","NJ"
"36055",1436,15752,"Monroe","NY"
"35007",2056,140,"Colfax","NM"
"37117",1832,368,"Martin","NC"
"37015",2020,78,"Bertie","NC"
"37009",1385,326,"Ashe","NC"
"45003",1604,4730,"Aiken","SC"
"38013",NA,NA,"Burke","ND"
"48321",2591,423,"Matagorda","TX"
"48057",2403,205,"Calhoun","TX"
"01047",2088,285,"Dallas","AL"
"17083",1769,199,"Jersey","IL"
"48095",NA,NA,"Concho","TX"
"20061",2128,1288,"Geary","KS"
"23001",989,1756,"Androscoggin","ME"
"41069",NA,NA,"Wheeler","OR"
"47001",1466,1904,"Anderson","TN"
"29107",1934,706,"Lafayette","MO"
"06003",NA,NA,"Alpine","CA"
"29137",1900,36,"Monroe","MO"
"39089",1536,2919,"Licking","OH"
"05065",1958,126,"Izard","AR"
"51790",1113,884,"Staunton","VA"
"21109",NA,NA,"Jackson","KY"
"20035",NA,NA,"Cowley","KS"
"37105",1554,2080,"Lee","NC"
"37165",1844,403,"Scotland","NC"
"46011",1778,463,"Brookings","SD"
"46097",NA,NA,"Miner","SD"
"51540",1441,1363,"Charlottesville","VA"
"47171",1278,222,"Unicoi","TN"
"55117",1070,1859,"Sheboygan","WI"
"53003",1209,530,"Asotin","WA"
"17199",2064,637,"Williamson","IL"
"39077",1288,630,"Huron","OH"
"48285",2250,143,"Lavaca","TX"
"31001",2101,651,"Adams","NE"
"27121",1886,222,"Pope","MN"
"55085",1399,430,"Oneida","WI"
"39115",1616,76,"Morgan","OH"
"13065",1961,46,"Clinch","GA"
"26025",NA,NA,"Calhoun","MI"
"37127",1815,2442,"Nash","NC"
"18035",1333,1678,"Delaware","IN"
"13009",1849,610,"Baldwin","GA"
"20113",NA,NA,"McPherson","KS"
"48361",2188,1328,"Orange","TX"
"48399",2092,115,"Runnels","TX"
"36035",1881,657,"Fulton","NY"
"40121",2205,531,"Pittsburg","OK"
"39053",1618,179,"Gallia","OH"
"01075",1767,62,"Lamar","AL"
"29211",NA,NA,"Sullivan","MO"
"12091",2642,9639,"Okaloosa","FL"
"28023",2141,102,"Clarke","MS"
"27111",1810,1070,"Otter Tail","MN"
"05009",1780,543,"Boone","AR"
"55039",1201,1066,"Fond du Lac","WI"
"72091",NA,NA,"Manatí",NA
"18057",1883,5967,"Hamilton","IN"
"20195",NA,NA,"Trego","KS"
"13197",1928,77,"Marion","GA"
"36109",2165,495,"Tompkins","NY"
"48495",NA,NA,"Winkler","TX"
"29213",1841,930,"Taney","MO"
"55071",1062,754,"Manitowoc","WI"
"29141",1830,199,"Morgan","MO"
"21115",2308,196,"Johnson","KY"
"29097",1761,3209,"Jasper","MO"
"17135",1597,96,"Montgomery","IL"
"51103",2057,243,"Lancaster","VA"
"51043",1822,734,"Clarke","VA"
"42005",887,713,"Armstrong","PA"
"46039",NA,NA,"Deuel","SD"
"17109",1424,207,"McDonough","IL"
"13053",1701,50,"Chattahoochee","GA"
"55078",NA,NA,"Menominee","WI"
"28077",2324,35,"Lawrence","MS"
"22003",1459,116,"Allen","LA"
"46035",1748,234,"Davison","SD"
"31117",NA,NA,"McPherson","NE"
"01113",1768,1725,"Russell","AL"
"04023",1266,1057,"Santa Cruz","AZ"
"05017",2195,65,"Chicot","AR"
"12061",2748,3899,"Indian River","FL"
"16069",1136,935,"Nez Perce","ID"
"19059",1666,152,"Dickinson","IA"
"20099",NA,NA,"Labette","KS"
"22115",1244,883,"Vernon","LA"
"22085",1520,107,"Sabine","LA"
"24005",1605,26931,"Baltimore","MD"
"24003",1710,23257,"Anne Arundel","MD"
"27025",2124,2001,"Chisago","MN"
"28075",1992,944,"Lauderdale","MS"
"28149",2063,489,"Warren","MS"
"30041",1689,330,"Hill","MT"
"29217",1751,229,"Vernon","MO"
"29047",1950,9348,"Clay","MO"
"36081",2102,15428,"Queens","NY"
"48501",2150,86,"Yoakum","TX"
"06009",2319,1110,"Calaveras","CA"
"13171",1725,329,"Lamar","GA"
"47185",1618,297,"White","TN"
"20141",NA,NA,"Osborne","KS"
"48145",1982,101,"Falls","TX"
"24023",1429,444,"Garrett","MD"
"18175",1655,421,"Washington","IN"
"31101",2339,49,"Keith","NE"
"72127",NA,NA,"San Juan",NA
"17035",1538,32,"Cumberland","IL"
"28057",1756,127,"Itawamba","MS"
"20053",NA,NA,"Ellsworth","KS"
"29089",1958,65,"Howard","MO"
"48369",2057,66,"Parmer","TX"
"27067",1842,791,"Kandiyohi","MN"
"20119",NA,NA,"Meade","KS"
"29023",1874,366,"Butler","MO"
"39103",1286,3843,"Medina","OH"
"40003",NA,NA,"Alfalfa","OK"
"12093",2354,366,"Okeechobee","FL"
"28131",2278,130,"Stone","MS"
"18031",1428,289,"Decatur","IN"
"21235",2006,116,"Whitley","KY"
"32033",1212,84,"White Pine","NV"
"35059",2359,28,"Union","NM"
"39079",1455,234,"Jackson","OH"
"40071",2140,722,"Kay","OK"
"39143",1316,634,"Sandusky","OH"
"41001",1050,294,"Baker","OR"
"01125",1789,4048,"Tuscaloosa","AL"
"01035",2079,44,"Conecuh","AL"
"01095",1909,1557,"Marshall","AL"
"04021",1183,8670,"Pinal","AZ"
"06089",1732,4695,"Shasta","CA"
"13141",1892,46,"Hancock","GA"
"13223",1643,6204,"Paulding","GA"
"17147",1742,162,"Piatt","IL"
"17103",1479,271,"Lee","IL"
"02068",NA,NA,"Denali","AK"
"06013",1938,19358,"Contra Costa","CA"
"12019",1927,5933,"Clay","FL"
"13243",NA,NA,"Randolph","GA"
"18081",1555,3193,"Johnson","IN"
"20207",NA,NA,"Woodson","KS"
"20165",NA,NA,"Rush","KS"
"21229",1609,141,"Washington","KY"
"22055",1765,5273,"Lafayette","LA"
"26113",1755,72,"Missaukee","MI"
"27171",2125,5351,"Wright","MN"
"28073",2258,1167,"Lamar","MS"
"29229",NA,NA,"Wright","MO"
"30103",NA,NA,"Treasure","MT"
"31093",2189,60,"Howard","NE"
"31041",2134,68,"Custer","NE"
"21193",NA,NA,"Perry","KY"
"37041",2302,322,"Chowan","NC"
"31141",1954,463,"Platte","NE"
"39031",1352,213,"Coshocton","OH"
"42069",1221,3333,"Lackawanna","PA"
"46093",2238,680,"Meade","SD"
"51047",1498,2267,"Culpeper","VA"
"47041",1520,218,"DeKalb","TN"
"48335",1606,64,"Mitchell","TX"
"48043",1402,122,"Brewster","TX"
"51085",1399,5600,"Hanover","VA"
"54101",NA,NA,"Webster","WV"
"51570",1320,848,"Colonial Heights","VA"
"51195",1375,310,"Wise","VA"
"72073",NA,NA,"Jayuya",NA
"72029",NA,NA,"Canóvanas",NA
"55093",1646,678,"Pierce","WI"
"56025",1624,2423,"Natrona","WY"
"53019",1612,69,"Ferry","WA"
"33017",1536,2850,"Strafford","NH"
"26165",NA,NA,"Wexford","MI"
"36097",2083,106,"Schuyler","NY"
"12063",2051,461,"Jackson","FL"
"39071",1403,359,"Highland","OH"
"36079",2068,2972,"Putnam","NY"
"40115",2036,195,"Ottawa","OK"
"39085",1184,4962,"Lake","OH"
"41021",1229,33,"Gilliam","OR"
"51027",NA,NA,"Buchanan","VA"
"47029",1542,317,"Cocke","TN"
"01043",1773,1396,"Cullman","AL"
"02016",NA,NA,"Aleutians West","AK"
"12071",2509,18454,"Lee","FL"
"12069",1913,8870,"Lake","FL"
"13305",1839,566,"Wayne","GA"
"17017",1651,25,"Cass","IL"
"18071",1354,700,"Jackson","IN"
"19169",1558,2090,"Story","IA"
"21137",1543,248,"Lincoln","KY"
"21167",1914,348,"Mercer","KY"
"19105",1605,159,"Jones","IA"
"19135",1563,59,"Monroe","IA"
"29029",2004,700,"Camden","MO"
"28031",2503,77,"Covington","MS"
"21097",1586,195,"Harrison","KY"
"29083",1766,338,"Henry","MO"
"30037",NA,NA,"Golden Valley","MT"
"31051",2298,42,"Dixon","NE"
"30049",1711,2429,"Lewis and Clark","MT"
"21127",1958,76,"Lawrence","KY"
"40145",2386,1900,"Wagoner","OK"
"42079",1065,5251,"Luzerne","PA"
"48275",NA,NA,"Knox","TX"
"51059",1940,36187,"Fairfax","VA"
"51157",1621,344,"Rappahannock","VA"
"51075",1921,1139,"Goochland","VA"
"51191",1335,697,"Washington","VA"
"54037",1542,2133,"Jefferson","WV"
"72047",NA,NA,"Corozal",NA
"01003",2448,4769,"Baldwin","AL"
"51115",2203,275,"Mathews","VA"
"55097",1341,537,"Portage","WI"
"54087",1517,59,"Roane","WV"
"06049",1632,86,"Modoc","CA"
"36121",1353,438,"Wyoming","NY"
"19125",1609,780,"Marion","IA"
"26033",1881,222,"Chippewa","MI"
"20041",2168,388,"Dickinson","KS"
"39167",1348,713,"Washington","OH"
"28125",NA,NA,"Sharkey","MS"
"31163",NA,NA,"Sherman","NE"
"31009",NA,NA,"Blaine","NE"
"31129",NA,NA,"Nuckolls","NE"
"05083",1479,199,"Logan","AR"
"42017",1729,19301,"Bucks","PA"
"46009",NA,NA,"Bon Homme","SD"
"46103",2141,1934,"Pennington","SD"
"48175",2507,59,"Goliad","TX"
"18153",1616,162,"Sullivan","IN"
"21101",1943,488,"Henderson","KY"
"48251",2173,3598,"Johnson","TX"
"40087",2858,895,"McClain","OK"
"48463",1606,222,"Uvalde","TX"
"06095",1634,12316,"Solano","CA"
"31145",2352,187,"Red Willow","NE"
"22107",NA,NA,"Tensas","LA"
"31007",NA,NA,"Banner","NE"
"32017",1068,40,"Lincoln","NV"
"51167",1185,200,"Russell","VA"
"47131",1649,441,"Obion","TN"
"55027",1243,1195,"Dodge","WI"
"72111",NA,NA,"Peñuelas",NA
"72031",NA,NA,"Carolina",NA
"48249",2174,423,"Jim Wells","TX"
"48445",2363,100,"Terry","TX"
"27031",1616,75,"Cook","MN"
"48337",2255,261,"Montague","TX"
"05007",1914,6391,"Benton","AR"
"06065",1664,50070,"Riverside","CA"
"06041",3045,2092,"Marin","CA"
"13191",2340,215,"McIntosh","GA"
"13027",1940,185,"Brooks","GA"
"17023",1695,80,"Clark","IL"
"18083",1656,401,"Knox","IN"
"18171",1533,89,"Warren","IN"
"21213",1668,302,"Simpson","KY"
"22037",1916,230,"East Feliciana","LA"
"23017",1215,700,"Oxford","ME"
"26053",NA,NA,"Gogebic","MI"
"28141",1666,86,"Tishomingo","MS"
"32003",1158,39887,"Clark","NV"
"29003",1696,334,"Andrew","MO"
"38095",NA,NA,"Towner","ND"
"38087",NA,NA,"Slope","ND"
"17169",NA,NA,"Schuyler","IL"
"18093",1644,585,"Lawrence","IN"
"20003",NA,NA,"Anderson","KS"
"20127",NA,NA,"Morris","KS"
"21049",1545,801,"Clark","KY"
"23009",1243,608,"Hancock","ME"
"22051",2822,9648,"Jefferson","LA"
"27029",1640,84,"Clearwater","MN"
"28089",2433,2822,"Madison","MS"
"28105",1975,380,"Oktibbeha","MS"
"22075",3697,357,"Plaquemines","LA"
"37193",1335,1039,"Wilkes","NC"
"35001",1346,20280,"Bernalillo","NM"
"27095",1984,637,"Mille Lacs","MN"
"21161",1290,104,"Mason","KY"
"28161",2221,51,"Yalobusha","MS"
"28163",2435,174,"Yazoo","MS"
"39027",1408,497,"Clinton","OH"
"41071",1075,2338,"Yamhill","OR"
"47175",1959,46,"Van Buren","TN"
"48293",1671,156,"Limestone","TX"
"48289",2027,91,"Leon","TX"
"51061",1745,3422,"Fauquier","VA"
"48329",2098,5044,"Midland","TX"
"48241",1860,240,"Jasper","TX"
"72075",NA,NA,"Juana Díaz",NA
"55079",1395,13607,"Milwaukee","WI"
"72087",NA,NA,"Loíza",NA
"01039",2056,481,"Covington","AL"
"55075",1249,464,"Marinette","WI"
"56039",2384,310,"Teton","WY"
"26055",1825,735,"Grand Traverse","MI"
"20047",NA,NA,"Edwards","KS"
"38043",NA,NA,"Kidder","ND"
"13083",1912,318,"Dade","GA"
"13317",1598,82,"Wilkes","GA"
"30071",1876,49,"Phillips","MT"
"38023",NA,NA,"Divide","ND"
"22041",1356,93,"Franklin","LA"
"17161",1435,2038,"Rock Island","IL"
"51109",1498,1508,"Louisa","VA"
"46065",NA,NA,"Hughes","SD"
"72145",NA,NA,"Vega Baja",NA
"48161",1985,169,"Freestone","TX"
"72011",NA,NA,"Añasco",NA
"40047",2247,1348,"Garfield","OK"
"04017",1296,1258,"Navajo","AZ"
"09005",1754,3702,"Litchfield","CT"
"16075",1309,427,"Payette","ID"
"16049",1349,268,"Idaho","ID"
"19053",1764,61,"Decatur","IA"
"20033",NA,NA,"Comanche","KS"
"22077",2000,188,"Pointe Coupee","LA"
"22011",1367,787,"Beauregard","LA"
"26151",1766,285,"Sanilac","MI"
"27037",2208,14397,"Dakota","MN"
"29147",1566,220,"Nodaway","MO"
"13173",1687,242,"Lanier","GA"
"29087",2003,32,"Holt","MO"
"30101",1465,84,"Toole","MT"
"22125",2138,152,"West Feliciana","LA"
"30091",1850,37,"Sheridan","MT"
"40075",2472,54,"Kiowa","OK"
"54081",1255,768,"Raleigh","WV"
"55091",NA,NA,"Pepin","WI"
"56033",1739,761,"Sheridan","WY"
"48115",2244,109,"Dawson","TX"
"40135",2181,579,"Sequoyah","OK"
"04019",1125,26392,"Pima","AZ"
"05081",1800,78,"Little River","AR"
"08009",NA,NA,"Baca","CO"
"13233",1753,801,"Polk","GA"
"13251",1792,222,"Screven","GA"
"13105",1512,251,"Elbert","GA"
"17013",NA,NA,"Calhoun","IL"
"17003",NA,NA,"Alexander","IL"
"18141",1241,4590,"St. Joseph","IN"
"19061",1436,653,"Dubuque","IA"
"12053",1790,5918,"Hernando","FL"
"12057",2574,33287,"Hillsborough","FL"
"21041",1860,94,"Carroll","KY"
"22017",1226,4010,"Caddo","LA"
"26163",1942,22967,"Wayne","MI"
"26009",1923,202,"Antrim","MI"
"28157",NA,NA,"Wilkinson","MS"
"30083",2033,162,"Richland","MT"
"12037",4539,150,"Franklin","FL"
"21005",1590,516,"Anderson","KY"
"29103",NA,NA,"Knox","MO"
"38017",1711,3385,"Cass","ND"
"21105",NA,NA,"Hickman","KY"
"29163",1737,119,"Pike","MO"
"40139",2156,170,"Texas","OK"
"21051",NA,NA,"Clay","KY"
"38085",NA,NA,"Sioux","ND"
"17085",1650,117,"Jo Daviess","IL"
"45021",1250,666,"Cherokee","SC"
"53063",1305,13604,"Spokane","WA"
"54053",1359,150,"Mason","WV"
"47031",1704,1032,"Coffee","TN"
"48141",1276,13975,"El Paso","TX"
"49051",1541,853,"Wasatch","UT"
"04011",NA,NA,"Greenlee","AZ"
"06059",1849,27141,"Orange","CA"
"06035",1797,546,"Lassen","CA"
"09009",1938,16848,"New Haven","CT"
"16041",1301,348,"Franklin","ID"
"37055",3892,1770,"Dare","NC"
"38053",1791,178,"McKenzie","ND"
"36031",1313,382,"Essex","NY"
"41037",1441,78,"Lake","OR"
"45053",2056,415,"Jasper","SC"
"46053",NA,NA,"Gregory","SD"
"01101",1761,4746,"Montgomery","AL"
"02110",1298,963,"Juneau","AK"
"02290",NA,NA,"Yukon-Koyukuk","AK"
"06019",1392,24841,"Fresno","CA"
"12095",2548,30861,"Orange","FL"
"13231",1822,433,"Pike","GA"
"13217",1716,3643,"Newton","GA"
"30003",1795,56,"Big Horn","MT"
"31161",NA,NA,"Sheridan","NE"
"31181",NA,NA,"Webster","NE"
"36073",1210,616,"Orleans","NY"
"37031",3506,2519,"Carteret","NC"
"39105",1394,99,"Meigs","OH"
"13319",1830,67,"Wilkinson","GA"
"48295",NA,NA,"Lipscomb","TX"
"41057",1365,481,"Tillamook","OR"
"47103",1633,593,"Lincoln","TN"
"47051",1756,569,"Franklin","TN"
"55109",1699,2194,"St. Croix","WI"
"01065",1837,71,"Hale","AL"
"02198",NA,NA,"Prince of Wales-Hyder","AK"
"02220",NA,NA,"Sitka","AK"
"08015",1430,473,"Chaffee","CO"
"12049",2384,147,"Hardee","FL"
"13121",2788,25338,"Fulton","GA"
"13235",1943,137,"Pulaski","GA"
"13227",1891,905,"Pickens","GA"
"13097",1793,4670,"Douglas","GA"
"16015",1452,170,"Boise","ID"
"19197",1639,118,"Wright","IA"
"19073",1547,104,"Greene","IA"
"18045",1576,136,"Fountain","IN"
"18037",1561,955,"Dubois","IN"
"21199",1642,650,"Pulaski","KY"
"19055",1689,96,"Delaware","IA"
"21089",1990,276,"Greenup","KY"
"24027",2143,11579,"Howard","MD"
"22121",1559,469,"West Baton Rouge","LA"
"31175",NA,NA,"Valley","NE"
"31011",NA,NA,"Boone","NE"
"31109",1996,8563,"Lancaster","NE"
"35027",1844,332,"Lincoln","NM"
